ELECTRONIC PRODUCTS RECYCLING,2017-02-10,2019-01-08,Session Sine Die
BROWNFIELDS REDEV & INTERM PRO,2013-02-14,2014-12-03,Session Sine Die
FETAL ALCHL SPECTRUM DISORDERS,2009-02-11,2009-03-10,Tabled By Sponsor Rep. Al Riley
VEH CD-TRUCKS-AIR QUALITY,2017-02-09,2019-01-08,Session Sine Die
UNIVERSITY OF ILLINOIS TRUSTEE,2013-01-16,2015-01-13,Session Sine Die
EDUCATION-TECH,2009-02-17,2011-01-11,Session Sine Die
SCH CD-SCH REPORT CARD-DISCIP,2014-01-30,2014-08-26,Public Act . . . . . . . . . 98-1102
DISSOLVE-HLTH FACIL REVIEW BD,2013-02-21,2014-12-03,Session Sine Die
VIETNAM VETERANS PARKWAY,2014-02-14,2015-01-13,Session Sine Die
ABOLISH COUNTY IMPACT INCARC,2014-02-06,2014-12-03,Session Sine Die
SCH CD-FIRE PREV SAFETY FUND,2014-02-04,2014-08-26,Public Act . . . . . . . . . 98-1066
KORCZYNSKI-GOW WEDDING,2014-05-21,2014-05-22,Resolution Adopted
CONSERVATION-TECH,2013-01-24,2014-12-03,Session Sine Die
ARRESTED UNDER 18-SERVICES,2013-11-08,2014-12-03,Session Sine Die
MEMORIAL-RITA F. KEEFE,2018-11-28,2018-11-28,Resolution Adopted
STATE GOVERNMENT-TECH,2014-01-03,2014-12-03,Session Sine Die
MEMORIAL - ELAINE S. NOVAK,2013-10-09,2013-10-23,Resolution Adopted
DISSOLUTION-PARENTING TIME,2014-02-11,2014-12-03,Session Sine Die
PEN CD-PENSION BUYOUT OPTION,2017-02-09,2019-01-08,Session Sine Die
SCH CD-AVERAG DAILY ATTENDANCE,2017-02-09,2017-08-18,Public Act . . . . . . . . . 100-0147
EPA-VARIOUS,2014-02-10,2014-12-03,Session Sine Die
ANCONA SCHOOL-50 YRS,2013-05-02,2013-05-03,Resolution Adopted
CONGRATS - GISD,2014-10-31,2014-11-19,Resolution Adopted
THANKS - TURKISH AMER SOCIETY,2014-03-25,2014-03-26,Resolution Adopted
SCH CD-LOCAL SCHOOL COUNCILS,2014-02-07,2014-12-03,Session Sine Die
CD CORR-RELIEF FROM SANCTION,2017-02-09,2019-01-08,Session Sine Die
CRIM CD&CD CORR-SENTENCING,2013-02-06,2014-12-03,Session Sine Die
BENEFIT LIMITED LIABILITY CO,2013-02-15,2015-01-13,Session Sine Die
TAIWAN-U.S. PARTNERSHIPS,2013-02-28,2013-04-30,Resolution Adopted
SCH CD-DOMESTIC/SEX VIOLENCE,2013-02-14,2015-01-04,Pursuant to Senate Rule 3-9(b) / Referred to Assignments
CREDIT UNION-EXAMINATIONS,2014-02-10,2014-07-24,Public Act . . . . . . . . . 98-0784
SAFETY-TECH,2014-01-03,2014-12-03,Session Sine Die
MCCD DAY,2013-10-22,2013-10-23,Resolution Adopted
CHILDREN-TECH,2013-01-11,2014-12-03,Session Sine Die
DCFS-CHILD ABUSE-VARIOUS,2013-02-22,2013-08-16,Public Act . . . . . . . . . 98-0453
POWER OF ATTORNEY:HEALTH CARE,2014-02-11,2014-08-26,Public Act . . . . . . . . . 98-1113
DOMESTIC WORKERS-RIGHTS,2013-02-13,2015-01-13,Session Sine Die
GRANT ACCOUNTABILITY ACT,2014-03-19,2014-12-03,Session Sine Die
FRACKING-CHEMICAL DISCLOSURE,2014-02-14,2015-01-13,Session Sine Die
CAUTION FOXCONN TECH PERMITS,2018-05-15,2019-01-08,Session Sine Die
SPECIAL DISTRICTS-METRO PIER,2013-10-29,2014-12-03,Session Sine Die
NUCLEAR POWER PLANT CLOSURES,2014-05-23,2014-05-29,Added Co-Sponsor Rep. Daniel V. Beiser
HONORS-REP. CAROL SENTE,2018-11-27,2018-11-29,Resolution Adopted
SCH DIST-LOC GOV-TAX-ENVIRON,2013-01-15,2014-12-03,Session Sine Die
COURTS-TECH,2013-02-06,2015-01-13,Session Sine Die
SOUTH SUBURBURBAN BROWNFIELDS,2013-02-25,2014-12-03,Session Sine Die
PAINT STEWARDSHIP ACT,2014-02-14,2015-01-13,Session Sine Die
CRIM CD-ATTEMPT PRED CRIM&EXPL,2018-02-16,2019-01-08,Session Sine Die
SAFETY-TECH,2013-02-06,2015-01-13,Session Sine Die
CHEMICAL SAFETY-SIC CODES,2013-02-27,2014-12-03,Session Sine Die
ACCELERATED PLACEMENT ACT,2017-02-07,2017-08-25,Public Act . . . . . . . . . 100-0421
SCH CD-SCH REPORT CARD-GROUPS,2018-08-20,2019-01-08,Session Sine Die
MEMORIAL - MELBA C. RIPPER,2013-12-03,2013-12-03,Resolution Adopted
BOARDS AND COMMISSIONS,2013-02-13,2013-06-28,Public Act . . . . . . . . . 98-0044
STEM CAREER ACCELERATOR DAY,2014-02-26,2014-12-03,Session Sine Die
SCH CD-STANDARDS/ASSESSMENTS,2014-02-14,2014-08-15,Public Act . . . . . . . . . 98-0972
SAFETY-TECH,2013-01-24,2015-01-13,Session Sine Die
EPA-INDUSTRIAL HYGIENIST,2013-01-16,2013-07-15,Public Act . . . . . . . . . 98-0078
EPA-GROUNDWATER-DEBRIS,2017-02-08,2019-01-08,Session Sine Die
FRACKING-MAHOMET AQUIFER,2014-02-14,2015-01-13,Session Sine Die
FRACKING-PROPERTY RIGHTS,2014-02-14,2015-01-13,Session Sine Die
EPA-BEN. USE DETERMINATIONS,2014-01-29,2014-12-03,Session Sine Die
FRACKING-FLOODPLAIN TASK FORCE,2014-02-14,2015-01-13,Session Sine Die
CONGRATS - PETER CHIODO,2013-08-06,2013-10-22,Resolution Adopted
WEDLOCK TO NONMARITAL CHILDREN,2014-01-29,2014-12-03,Session Sine Die
OPPOSE TAX DISCLOSURE,2013-02-25,2014-12-03,Session Sine Die
CONGRATS-JEWISH B2B NETWORKING,2013-05-23,2013-05-24,Resolution Adopted
DCFS-CHILD ABUSE-MEDICAL RPTS,2014-02-11,2015-01-13,Session Sine Die
SCH CD-BULLYING PREVENTION,2014-01-14,2014-08-01,Public Act . . . . . . . . . 98-0801
URBAN FLOODING AWARENESS ACT,2014-02-05,2014-12-03,Session Sine Die
CHILDREN-TECH,2013-01-24,2015-01-13,Session Sine Die
"MEMORIAL - K. ""TINKER"" HARVEY",2014-02-04,2014-02-05,Resolution Adopted
SCH CD-BULLYING PREVENTION,2014-02-04,2015-01-13,Session Sine Die
CONGRATS - REP. BRAD HALBROOK,2014-12-03,2014-12-03,Resolution Adopted
EPA-DISPOSAL OF PCBS,2013-02-25,2014-12-03,Session Sine Die
NURS HOME-EMERGENCY TRANSFER,2014-02-05,2014-12-03,Session Sine Die
EPA-POLLUTION CONTROL FACILITY,2014-02-04,2014-12-03,Session Sine Die
SCHOOLS-TEEN DATING VIOLENCE,2013-02-26,2013-08-06,Public Act . . . . . . . . . 98-0190
DISSOL-FALSE ABUSE ALLEGATION,2013-01-30,2014-12-03,Session Sine Die
INFRASTRUCTURE PROJECTS,2013-02-11,2014-12-03,Session Sine Die
FIRE PROTECTION DIST-AGE REQ,2014-02-05,2014-08-18,Public Act . . . . . . . . . 98-0995
REGULATION-TECH,2014-02-11,2014-12-03,Session Sine Die
INTERCOUNTRY ADOPT COORDINATOR,2013-02-05,2014-12-03,Session Sine Die
SCH CD-ST BD ED INTERVENTIONS,2013-02-15,2015-01-13,Session Sine Die
DCFS-DIFFERENTIAL RESPONSE PGM,2014-02-11,2015-01-13,Session Sine Die
ADOPTION-CONSENT OF RELATIVES,2014-02-05,2014-12-03,Session Sine Die
OCCUPATIONAL THERAPY-SUNSET,2013-02-26,2013-08-09,Public Act . . . . . . . . . 98-0264
CHILDREN-TECH,2013-01-24,2014-12-03,Session Sine Die
SCH CD-ST CHARTER SCH COMM,2013-11-07,2014-12-03,Session Sine Die
"DISAPPROVE E.O. 4, 5, AND 6",2014-05-30,2014-05-30,Resolution Adopted; 054-000-000
CRIMINAL LAW-TECH,2014-01-27,2014-12-03,Session Sine Die
POISON PREVENTION MONTH,2014-03-25,2014-03-27,Resolution Adopted
TASC INTERCULTURAL CONTEST,2013-03-21,2013-03-22,Resolution Adopted
INCLUSIVE PROSPERITY ACT,2013-02-25,2014-12-03,Session Sine Die
CD CORR-DOC ANNUAL REPORT,2013-02-01,2014-12-03,Session Sine Die
WORK COMP-OD-FIREFIGHTER-EMT,2013-02-15,2013-08-09,Public Act . . . . . . . . . 98-0291
SCH CD-CHI-SEXUAL ABUSE,2018-06-19,2019-01-08,Session Sine Die
SEC OF STATE-LOBBYIST ID,2014-01-28,2015-01-13,Session Sine Die
WORKER COMP REPETITIVE TRAUMA,2013-01-10,2014-12-03,Session Sine Die
COMMERCIAL DRIVER'S LICENSE,2013-02-15,2013-08-05,Public Act . . . . . . . . . 98-0176
WORKERS COMP INJURY REPORTS,2018-02-15,2019-01-08,Session Sine Die
HUMAN RIGHTS-UNPAID INTERNS,2014-02-14,2014-12-03,Session Sine Die
DOL-OCCUPATIONAL SAFETY & HLTH,2014-02-14,2014-12-03,Session Sine Die
CONSUMR FRAUD-RECORDING DEVICE,2014-02-14,2014-12-03,Session Sine Die
SCHOOL CD-SPECIAL ED SERVICES,2013-02-06,2013-08-09,Public Act . . . . . . . . . 98-0219
CRIMINAL LAW-TECH,2013-02-15,2015-01-13,Session Sine Die
EDUCATION-TECH,2018-02-06,2019-01-08,Session Sine Die
SENATE ADVISORY COM-HEALTHCARE,2013-05-28,2013-05-30,Resolution Adopted; 054-000-001
BOARDS AND COMMISSIONS,2014-02-14,2014-07-01,Public Act . . . . . . . . . 98-0692
REPRODUCTIVE HEALTH COVERAGE,2014-09-15,2014-12-03,Session Sine Die
CONGRATS - MARY WERDERITCH,2014-03-13,2014-03-19,Resolution Adopted
MEMORIAL - REP. MICHAEL SMITH,2014-11-07,2014-11-20,Resolution Adopted
SAFETY-TECH,2013-01-24,2015-01-13,Session Sine Die
POISON PREVENTION MONTH,2014-03-25,2014-05-09,Resolution Adopted
SCH CD-DIST REPORT CARD INFO,2018-02-16,2019-01-08,Session Sine Die
COMMENDS STEM STUDENTS,2014-03-11,2014-03-19,Resolution Adopted
COURTS-TECH,2013-01-30,2014-12-03,Session Sine Die
NURSE LICENSURE COMPACT,2013-02-13,2015-01-13,Session Sine Die
SCIENTIST WHISTLEBLOWER ACT,2018-02-16,2019-01-08,Session Sine Die
ENDANGERED SPECIES DAY,2014-03-13,2014-03-20,Resolution Adopted
CRIMINAL LAW-TECH,2013-01-24,2015-01-13,Session Sine Die
ADOPTION ACT-UNFIT PARENT,2013-02-15,2013-08-23,Public Act . . . . . . . . . 98-0532
HYDRAULIC FRACTURING REG ACT,2013-02-21,2014-12-03,Session Sine Die
SCH CD-INTERFUND TRANSFERS,2014-01-16,2014-12-03,Session Sine Die
ENV HEALTH LICENSE-VARIOUS,2018-02-07,2018-08-10,Public Act . . . . . . . . . 100-0796
SCH CD-LICENSE-FAMILY THERAPST,2013-02-20,2013-08-16,Public Act . . . . . . . . . 98-0413
LOBBYISTS-CLIENT REGISTRANTS,2013-02-25,2013-08-16,Public Act . . . . . . . . . 98-0459
RECOGNZE - SEN. M. FRERICHS,2014-12-03,2015-01-13,Session Sine Die
PAINT STEWARDSHIP PROGRAM ACT,2013-02-19,2014-12-03,Session Sine Die
CONGRATS - A PLACE FOR ME,2014-02-26,2014-02-27,Resolution Adopted
NURSE LICENSURE COMPACT,2013-02-19,2014-12-03,Session Sine Die
SCH CD-DPT JUV JUST-ONLINE ALT,2014-02-14,2015-01-13,Session Sine Die
CD CORR-FIRST DEGREE MURDER,2014-02-14,2014-12-03,Session Sine Die
SCH CD-REGISTER CERT-BACK FEES,2013-01-23,2013-08-02,Public Act . . . . . . . . . 98-0144
COMMON CORE ST STANDARDS-DELAY,2013-10-22,2015-01-13,Session Sine Die
WORKERS COMP-FIREFIGHTER-EMT,2013-02-14,2014-12-03,Session Sine Die
PHI BETA SIGMA 100TH ANNIV,2014-05-27,2014-05-28,Resolution Adopted
WORLD DOWN SYNDROME DAY,2013-03-21,2013-03-22,Added Chief Co-Sponsor Rep. Raymond Poe
AIRPORTS-ENVIRONMENTAL IMPACT,2017-02-09,2018-06-22,Public Act . . . . . . . . . 100-0592
ADOPTION ACT-RELATIVE OF CHILD,2014-02-04,2014-08-01,Public Act . . . . . . . . . 98-0804
CONGRATS - A PLACE FOR ME,2013-01-24,2013-01-30,Resolution Adopted
NURSE PRACTICE ACT-VARIOUS,2017-01-10,2017-09-20,Public Act . . . . . . . . . 100-0513
CHILDREN-TECH,2013-01-24,2014-12-03,Session Sine Die
CD CORR-ADDICTION TREATMENT,2014-02-14,2014-12-03,Session Sine Die
EDUCATION-TECH,2013-01-24,2015-01-13,Session Sine Die
SCH CD-INTERFUND TRANSFERS,2013-02-07,2014-12-03,Session Sine Die
PAINT STEWARDSHIP ACT,2014-02-11,2014-12-03,Session Sine Die
HEROIN ABUSE AWARENESS DAY,2014-03-13,2014-05-29,Added Co-Sponsor Rep. Camille Y. Lilly
HOMELESS VETERAN PROTECTION TF,2013-04-24,2015-01-13,Session Sine Die
SUPPORTS - TRANSACTION TAX LAW,2014-04-07,2014-12-03,Session Sine Die
CD CORR- HEALTH CARE COSTS,2013-02-19,2014-12-03,Session Sine Die
HEROIN ABUSE AWARENESS DAY,2013-04-09,2013-05-29,Added Chief Co-Sponsor Rep. Tom Cross
CONGRATS - BARBARA J. GLEGHORN,2014-03-20,2014-03-21,Resolution Adopted
COURTS-TECH,2013-02-20,2014-12-03,Session Sine Die
SCH CD-REQUIRE STORM SHELTER,2013-02-20,2014-08-15,Public Act . . . . . . . . . 98-0883
SCH CD-EMPLOYEE EVALUATIONS,2013-02-22,2014-12-03,Session Sine Die
DHS-EARLY INTERVENTION SERVICE,2013-02-15,2015-01-13,Session Sine Die
CRIM CD&CD CORR-SENTENCING,2014-02-04,2015-01-13,Session Sine Die
SCH CD-SCH SECURITY TASK FORCE,2013-11-05,2015-01-13,Session Sine Die
CD CORR-CONTENT CONT TABLET,2017-02-10,2017-08-18,Public Act . . . . . . . . . 100-0198
ALCOHOL IMPAIRMENT TASK FORCE,2013-05-27,2013-05-30,Resolution Adopted
MULTI-JURISDICTION ADOPTIONS,2013-02-19,2014-12-03,Session Sine Die
SCHOOL SECURITY TASK FORCE,2014-01-28,2014-07-03,Public Act . . . . . . . . . 98-0695
SCH CD-SCH SECURITY TASK FORCE,2013-02-15,2013-08-27,Public Act . . . . . . . . . 98-0578
SCH CD-BULLYING POLICY,2014-02-14,2014-06-26,Public Act . . . . . . . . . 98-0669
CONGRATS-RALPH PECHANIO,2018-01-12,2018-01-30,Resolution Adopted
HAZARDOUS MATERIALS WORKFORCE,2014-02-04,2015-01-13,Session Sine Die
DOMESTIC WORKER BILL OF RIGHTS,2014-02-05,2014-12-03,Session Sine Die
DCFS-CHILD CUSTODY-FICTIVE KIN,2014-02-14,2014-08-01,Public Act . . . . . . . . . 98-0846
SCH CD-SPECIAL ED CLASS SIZE,2014-02-07,2014-12-03,Session Sine Die
CAHOKIA MOUNDS-NAT'L MONUMENT,2014-11-21,2015-01-13,Session Sine Die
NURS HOME-EMERGENCY TRANSFER,2014-02-07,2015-01-12,Public Act . . . . . . . . . 98-1172
IL SCHOOL FOR THE DEAF 175TH,2014-02-10,2014-02-18,Resolution Adopted
SCH CD-BULLYING HOTLINE,2013-02-26,2014-12-03,Session Sine Die
SENATE-RULES 98TH GA,2013-01-09,2013-01-09,Resolution Adopted; 056-000-000
NURSE LICENSURE COMPACT,2014-02-14,2015-01-13,Session Sine Die
CONGRATS - PAT SCHMEDER,2014-12-02,2014-12-02,Resolution Adopted
SCH CD-ZERO TOLERANCE POLICY,2013-01-30,2014-12-03,Session Sine Die
URBAN FLOODING AWARENESS ACT,2014-02-04,2014-08-04,Public Act . . . . . . . . . 98-0858
REGULATION-TECH,2013-01-24,2014-12-03,Session Sine Die
MULTI-JURISDICTION ADOPTIONS,2013-02-25,2013-08-16,Public Act . . . . . . . . . 98-0455
DHS-OIG-DISABLED ADULTS-ABUSE,2013-02-07,2014-12-03,Session Sine Die
GENETICALLY MODIFIED FOODS,2013-02-26,2014-12-03,Session Sine Die
INTERSTATE EMERGENCY AID,2013-02-21,2013-08-12,Public Act . . . . . . . . . 98-0309
HOMELESS VETERANS SHELTER ACT,2013-01-10,2015-01-13,Session Sine Die
CD CORR - RAPID REPAT REMOVAL,2014-02-06,2014-12-03,Session Sine Die
CRIM CD-FRAUD,2017-01-11,2019-01-08,Session Sine Die
COMMERCIAL DRIVERS,2014-01-29,2014-07-16,Public Act . . . . . . . . . 98-0722
CONGRATS-DIST 13 LITTLE LEAGUE,2013-10-30,2013-11-05,Resolution Adopted
HONORS - REP. NAOMI JAKOBSSON,2014-12-03,2014-12-03,Resolution Adopted
HONORS - ROBERT WILLIS,2013-03-12,2013-03-13,Resolution Adopted
RECOGNIZES K WASSERMAN-NIETO,2013-05-16,2013-05-17,Resolution Adopted
POWER OF ATTORNEY:HEALTH CARE,2013-02-19,2014-12-03,Session Sine Die
INTERSTATE EMERGENCY AID,2013-02-25,2014-12-03,Session Sine Die
SAVING IL POLLINATORS ACT,2017-01-26,2019-01-09,Session Sine Die
GREENHOUSE GAS-CAP,2014-01-29,2014-12-03,Session Sine Die
POISON PREVENTION MONTH MAR'13,2013-02-06,2013-03-08,Added Chief Co-Sponsor Rep. Patricia R. Bellock
JUV CT-PREVIOUS FOSTER PARENT,2013-02-21,2013-08-09,Public Act . . . . . . . . . 98-0249
HONORS - ERMA TRANTER,2014-02-04,2014-02-05,Resolution Adopted
COMMISSION-AFRICAN AM COMMUNTY,2013-02-01,2013-04-30,Resolution Adopted
MEMORIAL - REP. MICHAEL SMITH,2014-12-02,2014-12-03,Resolution Adopted
CONGRATS TERRENCE J O'BRIEN,2013-02-21,2013-02-26,Resolution Adopted
REGULATION-TECH,2017-01-31,2019-01-08,Session Sine Die
SCH CD-ST BD ED INTERVENTIONS,2014-02-13,2015-01-09,Public Act . . . . . . . . . 98-1155
COMMON CORE STANDARDS - DELAY,2013-08-12,2014-12-03,Session Sine Die
CD CORR-ALIENS,2013-02-21,2014-12-03,Session Sine Die
EPA-RULES-DOCUMENT SUBMISSION,2013-01-10,2013-07-15,Public Act . . . . . . . . . 98-0072
PROHIBIT WORKPLACE BULLYING,2014-02-04,2015-01-13,Session Sine Die
SCHOOL BULLYING PREVENTION,2014-02-11,2014-12-03,Session Sine Die
SAFETY-TECH,2014-02-13,2014-12-03,Session Sine Die
WORLD DOWN SYNDROME DAY,2014-03-13,2014-03-19,Added Chief Co-Sponsor Rep. David Harris
CHILD CARE ACT-TECH,2013-01-30,2015-01-13,Session Sine Die
CAHOKIA MOUNDS-NAT'L MONUMENT,2014-11-17,2014-12-03,Session Sine Die
CONGRATS - MARILEE GORDON,2013-12-23,2014-01-29,Resolution Adopted
SCH CD-DOMESTIC/SEX VIOLENCE,2013-02-15,2015-01-13,Session Sine Die
NURSE & PA-HOSPITAL AFFILIATE,2014-02-07,2014-12-03,Session Sine Die
TCD 40TH ANNIVERSARY,2014-11-17,2014-11-19,Resolution Adopted
RECOGNIZE DOWNERS GROVE NORTH,2013-10-21,2013-10-22,Resolution Adopted
SMOKE FREE VEHICLES,2013-03-12,2013-05-02,Added Co-Sponsor Rep. Greg Harris
REGULATION-TECH,2014-01-03,2014-12-03,Session Sine Die
POISON PREVENTION MONTH MAR'13,2013-02-06,2013-03-20,Resolution Adopted
FRACKING-EARTHQUAKES,2014-02-14,2015-01-13,Session Sine Die
SCHOOL STAFF TRAINING-REDUCE,2014-02-14,2015-01-13,Session Sine Die
WATER POLLUTION CONTROL LOANS,2014-01-29,2014-12-03,Session Sine Die
MEMORIAL - RACHEL SMYLIE,2014-05-26,2014-05-31,Resolution Adopted
ILLINOIS PESTICIDE ACT,2014-02-05,2014-12-03,Session Sine Die
CONGRATS MCHENRY CTY CON DISTR,2013-09-09,2013-10-22,Resolution Adopted
ASBESTOS OCCUPATIONS LICENSURE,2014-02-14,2014-12-03,Session Sine Die
EDUCATION-TECH,2013-02-22,2014-12-03,Session Sine Die
ECONOMIC POLICY PLANNING COMMN,2013-02-26,2014-12-03,Session Sine Die
GENETICALLY ENGINEERED FOOD,2013-02-13,2015-01-13,Session Sine Die
DCFS-ABUSE RPTS-DISABLED KIDS,2014-02-13,2014-12-03,Session Sine Die
CHILDREN-IMMIGRATION STATUS,2013-02-26,2014-12-03,Session Sine Die
DOMESTIC WORKER BILL OF RIGHTS,2013-02-15,2015-01-13,Session Sine Die
INS CD-SERIOUS MENTAL ILLNESS,2018-02-16,2019-01-09,Session Sine Die
CONSERVATION-TECH,2013-01-24,2015-01-13,Session Sine Die
TRANSPORTATION TECH,2013-02-05,2014-12-03,Session Sine Die
MEMORIAL - MARILYN SWIECK,2014-11-19,2014-11-20,Resolution Adopted
IMDMA-GRANDPARENT VISITATION,2018-02-06,2018-08-03,Public Act . . . . . . . . . 100-0706
FRACKING-DEFINITIONS,2014-02-14,2015-01-13,Session Sine Die
LIVESTOCK MANAGEMENT,2014-02-13,2014-12-03,Session Sine Die
AIRPORTS-ENVIRONMENTAL IMPACT,2014-05-14,2014-12-03,Session Sine Die
PAINT STEWARDSHIP PROGRAM ACT,2013-02-15,2015-01-13,Session Sine Die
FOOD PREP-INDOOR PLAY AREAS,2013-02-25,2014-12-03,Session Sine Die
RECOGNIZE - KORCZYNSKI-GOW WED,2014-05-08,2014-05-09,Resolution Adopted
TIRE STORAGE PERMITS,2014-01-21,2014-06-19,Public Act . . . . . . . . . 98-0656
SMOKE FREE CAMPUS ACT,2013-02-15,2014-08-18,Public Act . . . . . . . . . 98-0985
CRIM CD&CD CORR-SENTENCING,2013-02-15,2015-01-13,Session Sine Die
EPA-HAZARDOUS WASTE SITING,2013-02-15,2015-01-13,Session Sine Die
EARLY INTERVENTION SERVICES,2014-01-29,2014-08-01,Public Act . . . . . . . . . 98-0802
TAIWAN-U.S. PARTNERSHIPS,2013-04-30,2015-01-13,Session Sine Die
SCH CD-ST CHARTER SCH COMM,2013-11-07,2015-01-13,Session Sine Die
EPA-WASTE DETERMINATIONS,2013-02-15,2013-08-09,Public Act . . . . . . . . . 98-0296
CHEMICAL MANAGEMENT STATUTES,2014-03-04,2014-05-09,Resolution Adopted
MEMORIAL - S. JOHN CALISE,2013-10-09,2013-10-23,Resolution Adopted
CRIMINAL LAW-TECH,2014-01-03,2014-12-03,Session Sine Die
MUNI CD-FIREFIGHTER PREFS,2014-02-14,2015-01-13,Session Sine Die
VIRTUAL CURRENCY,2014-02-14,2014-12-03,Session Sine Die
EPA-POLLUTION CONTROL FACILITY,2014-02-07,2015-01-13,Session Sine Die
DCEO-JOBS INCENTIVE FUND,2013-02-26,2014-12-03,Session Sine Die
FRACKING-RADIOACTIVITY,2014-02-14,2015-01-13,Session Sine Die
CHILDREN-TECH,2013-01-24,2015-01-13,Session Sine Die
O'HARE ENVIR IMPACT STUDY,2014-05-29,2015-01-13,Session Sine Die
WATER POLLUTION CONTROL LOANS,2014-01-30,2014-07-23,Public Act . . . . . . . . . 98-0782
PROCURE DOMESTIC PRODUCTS,2018-02-06,2019-01-08,Session Sine Die
CRIM CD&CD CORR-SENTENCING,2014-02-04,2014-12-03,Session Sine Die
OPPOSE SUGAR TAXES,2017-02-15,2019-01-08,Session Sine Die
EPA-WASTE INCINERATION,2014-02-07,2015-01-13,Session Sine Die
TACTICAL MEDICINE PROVIDER,2013-02-26,2014-12-03,Session Sine Die
SCH CD-BULLYING PREVENTION,2014-02-14,2014-12-03,Session Sine Die
CONGRATS - RIVER CTY CONSTRUCT,2014-05-01,2014-05-06,Resolution Adopted
DISTRESSED COUNTIES COMISSION,2015-08-25,2017-01-10,Session Sine Die
PAUL G. STEWART CTR - 40YRS,2015-08-28,2015-09-02,Resolution Adopted
JUV CT-COURT REVIEW,2015-02-20,2017-01-10,Session Sine Die
SCH CD-SCH ACTION-MASTER PLAN,2015-10-20,2017-01-10,Session Sine Die
AIRPORTS-ENVIRONMENTAL IMPACT,2016-02-08,2017-01-10,Session Sine Die
WORKPLACE BULLYING PROHIBITION,2015-02-18,2017-01-10,Session Sine Die
NORTH SHORE WATER RECLAMATION,2016-02-17,2017-01-10,Session Sine Die
VEH CD-SCHOOL BUS IDLING,2018-02-16,2019-01-08,Session Sine Die
SAFETY-TECH,2015-02-02,2015-07-16,Public Act . . . . . . . . . 99-0055
SCH CD-UNNECESSARY ARRESTS,2016-02-09,2017-01-10,Session Sine Die
MEMORIAL - BRUCE L. LARSON,2015-12-04,2015-12-07,Resolution Adopted
CD CORR - RAPID REPAT REMOVAL,2016-02-11,2017-01-10,Session Sine Die
BUILDING SAFETY MONTH MAY'16,2016-02-04,2017-01-10,Session Sine Die
DOMESTIC WORKER BILL OF RIGHTS,2015-02-26,2017-01-10,Session Sine Die
ASBESTOS OCCUPATION LIC,2015-02-20,2017-01-10,Session Sine Die
SAVING IL POLLINATORS ACT,2016-02-18,2017-01-10,Session Sine Die
UNEMP INS VOLUNTARY LEAVING,2015-02-11,2017-01-10,Session Sine Die
DCEO RESIDENT MOVING SURVEY,2015-05-26,2015-05-30,Chief Co-Sponsor Changed to Rep. Monique D. Davis
SCH CD-ATTENDANCE COMMISSION,2015-02-25,2015-08-21,Public Act . . . . . . . . . 99-0432
THIN FILM FRIDAY,2016-04-06,2016-05-24,Resolution Adopted
CONGRATS - REP. M. TYRON,2016-11-30,2016-12-01,Resolution Adopted
NEIGHBORHOOD SAFETY ACT,2016-12-16,2017-01-10,Session Sine Die
HONORS - ROLANDO J. CORREA,2016-08-16,2016-11-15,Resolution Adopted
URGE POTUS-RFS BLENDING RULES,2015-07-01,2017-01-10,Session Sine Die
JUV CT-SHELTER CARE HEARING,2015-02-06,2017-01-10,Session Sine Die
SAFETY-TECH,2017-02-10,2019-01-08,Session Sine Die
EDUCATION-TECH,2016-02-05,2017-01-10,Session Sine Die
VEH CD-FARM VEH GCWR,2015-02-18,2015-07-16,Public Act . . . . . . . . . 99-0057
WORKS COMP ACT - NO CHANGES,2015-02-19,2017-01-10,Session Sine Die
SAFETY-TECH,2016-02-11,2017-01-10,Session Sine Die
GPS MONITORING,2015-02-26,2017-01-10,Session Sine Die
EDUCATION-TECH,2016-02-09,2017-01-10,Session Sine Die
LABOR REL-FINANCIAL ABILITY,2016-02-19,2017-01-10,Session Sine Die
SAVING IL POLLINATORS ACT,2016-02-11,2017-01-10,Session Sine Die
SCH CD-MANDATE RELIEF,2017-02-09,2019-01-09,Session Sine Die
CHILDHOOD TRAUMA - SURVIVORS,2017-05-05,2017-05-29,Resolution Adopted
CHILD CARE-LICENSURE BANS,2017-02-10,2019-01-08,Session Sine Die
FOSTER HOME-QUALITY OF CARE,2016-02-05,2016-08-12,Public Act . . . . . . . . . 99-0779
IL COAL - COST STUDY,2015-05-27,2017-01-10,Session Sine Die
ELECTRONIC RECYCLE-ACCREDIT,2016-02-11,2017-01-10,Session Sine Die
SOL WASTE MGMT-STATEWIDE PLAN,2015-02-20,2017-01-10,Session Sine Die
JUV CT-NEGLECTED MINOR,2015-06-30,2017-01-10,Session Sine Die
EPA-BIOSOLIDS-DEFINITIONS,2015-02-05,2015-07-20,Public Act . . . . . . . . . 99-0067
EPA-TECH,2016-02-16,2017-01-10,Session Sine Die
ABUSED CHILD-SCHOOL EMPLOYEE,2016-02-03,2017-01-10,Session Sine Die
OIL & GAS-FALSE INFORMATION,2015-02-20,2015-07-24,Public Act . . . . . . . . . 99-0137
REGULATION-TECH,2015-02-02,2017-01-10,Session Sine Die
MHDD-INDIVIDUAL CARE GRANTS,2015-02-27,2015-09-10,Public Act . . . . . . . . . 99-0479
EDUCATION-TECH,2015-02-02,2017-01-10,Session Sine Die
